Snapshot_Date,Report_Month,Subject_Community_ID,Source_Property_Name,Address,Floor_Plan,Unit_Number,Bed_Count,Bath_Count,Sq_Ft,Unit_Status,Date_First_Available,Leased_Date,Days_On_Market,Times_Listed,Asking_Rent,Asking_Rent_PSF,Effective_Rent,Effective_Rent_PSF,Concession_Pct,Concession_Details,Source_File_Name
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1005,1,1,700,Leased,2025-06-04,2025-06-26,15,1,1728,2.46857142857,1397,1.99571428571,0.191550925926,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1006,1,1,700,Leased,2025-05-06,2025-08-19,98,1,1845,2.63571428571,1461,2.08714285714,0.208130081301,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1007,1,1,700,Leased,2025-04-16,2025-07-05,73,1,1740,2.48571428571,1406,2.00857142857,0.191954022989,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1008,1,1,700,Leased,2025-05-02,2026-04-16,342,1,1823,2.60428571429,1543,2.20428571429,0.153592978607,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1022,1,1,700,Leased,2025-06-24,2025-09-29,90,1,1726,2.46571428571,1366,1.95142857143,0.208574739282,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1024,1,1,700,Leased,2025-04-16,2025-04-29,6,1,1775,2.53571428571,1503,2.14714285714,0.15323943662,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1027,1,1,700,Leased,2025-04-16,2025-05-01,8,1,1775,2.53571428571,1503,2.14714285714,0.15323943662,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1029,1,1,700,Leased,2025-12-04,2025-12-23,12,2,1599,2.28428571429,974,1.39142857143,0.390869293308,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1041,1,1,700,Leased,2025-04-16,2025-11-08,199,1,1708,2.44,1352,1.93142857143,0.208430913349,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1043,1,1,700,Leased,2025-04-16,2025-07-10,78,1,1778,2.54,1437,2.05285714286,0.191788526434,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1044,1,1,700,Leased,2025-04-16,2026-01-10,262,1,1776,2.53714285714,1151,1.64428571429,0.351914414414,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1060,1,1,700,Leased,2025-12-02,2025-12-25,16,2,1599,2.28428571429,974,1.39142857143,0.390869293308,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1062,1,1,700,Leased,2025-04-16,2025-11-28,219,1,1654,2.36285714286,1029,1.47,0.377871825877,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1071,1,1,700,Leased,2025-04-16,2025-08-15,114,1,1783,2.54714285714,1412,2.01714285714,0.208076275939,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1073,1,1,700,Leased,2026-03-03,2026-03-25,15,2,1673,2.39,1256,1.79428571429,0.249252839211,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1085,1,1,700,Leased,2025-04-16,2025-08-27,126,1,1801,2.57285714286,1426,2.03714285714,0.208217656857,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1086,1,1,700,Leased,2026-02-02,2026-03-26,45,2,1643,2.34714285714,1226,1.75142857143,0.253804017042,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1087,1,1,700,Leased,2025-04-16,2025-10-16,176,1,1712,2.44571428571,1355,1.93571428571,0.208528037383,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1088,1,1,700,Available,2026-04-18,,11,2,1693,2.41857142857,1433,2.04714285714,0.153573538098,Up to 8 weeks free,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1121,1,1,700,Leased,2025-04-16,2025-09-28,158,1,1726,2.46571428571,1366,1.95142857143,0.208574739282,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1123,1,1,700,Leased,2025-04-16,2025-08-16,115,1,1695,2.42142857143,1342,1.91714285714,0.208259587021,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1131,1,1,700,Leased,2025-04-16,2025-09-30,160,1,1726,2.46571428571,1366,1.95142857143,0.208574739282,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1133,1,1,700,Leased,2025-04-16,2025-08-25,124,1,1710,2.44285714286,1354,1.93428571429,0.208187134503,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1157,1,1,700,Leased,2025-04-16,2025-08-18,117,1,1695,2.42142857143,1342,1.91714285714,0.208259587021,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1159,1,1,700,Leased,2025-04-16,2025-09-20,150,1,1726,2.46571428571,1366,1.95142857143,0.208574739282,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1177,1,1,700,Leased,2025-04-16,2025-11-20,211,1,1654,2.36285714286,1309,1.87,0.208585247884,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1179,1,1,700,Leased,2025-04-26,2025-11-02,183,1,1696,2.42285714286,1343,1.91857142857,0.208136792453,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1205,1,1,700,Available,2025-04-16,,378,1,1873,2.67571428571,1586,2.26571428571,0.15323011212,Up to 8 weeks free,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1207,1,1,700,Leased,2025-04-16,2026-01-05,257,1,1749,2.49857142857,1124,1.60571428571,0.35734705546,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1211,1,1,700,Leased,2025-04-16,2026-01-19,271,2,1670,2.38571428571,1286,1.83714285714,0.22994011976,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1226,1,1,700,Available,2025-04-16,,378,1,1873,2.67571428571,1586,2.26571428571,0.15323011212,Up to 8 weeks free,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1228,1,1,700,Leased,2025-04-16,2025-05-24,31,1,1980,2.82857142857,1676,2.39428571429,0.153535353535,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1247,1,1,700,Leased,2025-05-07,2025-07-11,58,1,1783,2.54714285714,1441,2.05857142857,0.191811553561,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1283,1,1,700,Leased,2025-10-28,2026-01-03,60,2,1644,2.34857142857,1019,1.45571428571,0.380170316302,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1315,1,1,700,Leased,2026-02-12,2026-03-25,34,1,1643,2.34714285714,1226,1.75142857143,0.253804017042,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1333,1,1,700,Leased,2025-12-13,2026-01-13,24,1,1626,2.32285714286,1001,1.43,0.384378843788,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1353,1,1,700,Leased,2026-01-21,2026-02-06,9,1,1722,2.46,1392,1.98857142857,0.191637630662,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1355,1,1,700,Leased,2025-04-16,2025-05-17,24,1,1744,2.49142857143,1476,2.10857142857,0.153669724771,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1366,1,1,700,Leased,2025-08-12,2025-08-22,3,1,,,,,,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1437,1,1,700,Leased,2026-01-22,2026-02-12,14,1,1879,2.68428571429,1519,2.17,0.191591271953,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Alcove,#1439,1,1,700,Leased,2025-10-22,2026-01-15,78,1,1797,2.56714285714,1172,1.67428571429,0.347801892042,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1009,3,2,1280,Leased,2025-04-16,2025-06-14,52,1,2596,2.028125,2098,1.6390625,0.191833590139,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1014,3,2,1280,Leased,2025-04-16,2025-08-11,110,1,2634,2.0578125,2085,1.62890625,0.208428246014,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1021,3,2,1280,Leased,2026-03-25,2026-04-04,3,2,2179,1.70234375,1428,1.115625,0.344653510785,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1030,3,2,1280,Leased,2025-04-16,2025-10-13,173,1,2466,1.9265625,1952,1.525,0.208434712084,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1049,3,2,1280,Leased,2025-04-16,2025-06-28,66,1,2461,1.92265625,1989,1.55390625,0.19179195449,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1068,3,2,1280,Leased,2025-04-26,2025-08-31,120,1,2343,1.83046875,1855,1.44921875,0.208279982928,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1079,3,2,1280,Leased,2025-05-13,2025-09-12,115,1,2397,1.87265625,1898,1.4828125,0.208176887776,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1080,3,2,1280,Leased,2025-04-25,2025-07-16,75,1,2391,1.86796875,1932,1.509375,0.191969887077,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1097,3,2,1280,Leased,2025-04-16,2026-01-30,282,1,2284,1.784375,1758,1.3734375,0.230297723292,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1111,3,2,1280,Leased,2025-04-16,2025-06-16,54,1,2374,1.8546875,1919,1.49921875,0.191659646167,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1139,3,2,1280,Leased,2025-04-16,2025-06-21,59,1,2382,1.8609375,1925,1.50390625,0.191855583543,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1151,3,2,1280,Leased,2025-05-16,2025-10-10,140,1,2354,1.8390625,1864,1.45625,0.208156329652,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1171,3,2,1280,Leased,2025-04-16,2025-10-10,170,1,2435,1.90234375,1928,1.50625,0.208213552361,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1221,3,2,1280,Leased,2025-12-30,2026-01-15,9,1,2179,1.70234375,1554,1.2140625,0.28682882056,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1224,3,2,1280,Leased,2025-04-16,2025-06-29,67,1,2661,2.07890625,2151,1.68046875,0.191657271702,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1227,3,2,1280,Leased,2025-05-06,2025-11-28,199,1,2350,1.8359375,1725,1.34765625,0.265957446809,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1241,3,2,1280,Leased,2025-04-16,2025-12-23,244,1,2199,1.71796875,1574,1.2296875,0.284220100045,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1286,3,2,1280,Leased,2025-04-16,2025-10-04,164,1,2347,1.83359375,1858,1.4515625,0.208351086493,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1288,3,2,1280,Leased,2025-04-16,2025-06-16,54,1,2404,1.878125,1943,1.51796875,0.191763727121,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1289,3,2,1280,Leased,2025-05-01,2026-01-05,242,1,2255,1.76171875,1630,1.2734375,0.277161862528,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1295,3,2,1280,Leased,2025-04-27,2025-08-01,89,1,2500,1.953125,2021,1.57890625,0.1916,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1305,3,2,1280,Leased,2025-04-16,2025-08-15,114,1,2521,1.96953125,1996,1.559375,0.208250694169,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1307,3,2,1280,Leased,2025-04-16,2025-06-12,50,1,2585,2.01953125,2089,1.63203125,0.191876208897,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1313,3,2,1280,Leased,2025-04-16,2025-10-12,172,1,2324,1.815625,1840,1.4375,0.2082616179,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1323,3,2,1280,Leased,2025-04-16,2025-10-09,169,1,2435,1.90234375,1928,1.50625,0.208213552361,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1325,3,2,1280,Leased,2025-04-16,2025-10-10,170,1,2405,1.87890625,1904,1.4875,0.208316008316,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1330,3,2,1280,Leased,2025-04-16,2025-07-28,96,1,2365,1.84765625,1911,1.49296875,0.191966173362,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1341,3,2,1280,Available,2025-04-16,,378,1,2491,1.94609375,2109,1.64765625,0.153352067443,Up to 8 weeks free,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1343,3,2,1280,Leased,2025-05-01,2026-03-18,314,1,2204,1.721875,1787,1.39609375,0.189201451906,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1350,3,2,1280,Leased,2025-04-16,2025-08-08,107,1,2343,1.83046875,1855,1.44921875,0.208279982928,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1361,3,2,1280,Leased,2025-04-16,2025-12-17,238,1,2219,1.73359375,1594,1.2453125,0.281658404687,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1363,3,2,1280,Leased,2025-12-06,2026-03-14,91,2,2199,1.71796875,1782,1.3921875,0.18963165075,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1381,3,2,1280,Available,2025-04-16,,378,1,2471,1.93046875,2092,1.634375,0.153379198705,Up to 8 weeks free,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1383,3,2,1280,Leased,2025-07-04,2025-12-04,146,1,2350,1.8359375,1725,1.34765625,0.265957446809,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1413,3,2,1280,Leased,2025-04-16,2026-02-15,298,1,2204,1.721875,1781,1.39140625,0.191923774955,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1415,3,2,1280,Leased,2026-03-03,2026-04-01,22,2,2204,1.721875,1787,1.39609375,0.189201451906,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1431,3,2,1280,Leased,2026-01-22,2026-03-05,35,1,2488,1.94375,2011,1.57109375,0.191720257235,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1445,3,2,1280,Leased,2025-04-16,2026-04-02,344,1,2204,1.721875,1787,1.39609375,0.189201451906,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1447,3,2,1280,Leased,2025-05-06,2025-08-01,80,1,2420,1.890625,1956,1.528125,0.19173553719,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1530,3,2,1280,Leased,2025-04-16,2026-01-16,268,1,2199,1.71796875,1693,1.32265625,0.230104592997,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1532,3,2,1280,Leased,2025-05-14,2026-02-13,268,1,2184,1.70625,1765,1.37890625,0.19184981685,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Haven,#1534,3,2,1280,Leased,2025-08-27,2025-09-08,5,1,2397,1.87265625,1898,1.4828125,0.208176887776,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Retreat,#1010,2,2,1007,Leased,2025-04-16,2025-10-04,164,1,2287,2.27110228401,1811,1.79841112214,0.20813292523,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Retreat,#1011,2,2,1007,Leased,2025-05-02,2025-12-15,220,1,2169,2.1539225422,1544,1.53326713009,0.288151221761,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Retreat,#1012,2,2,1007,Applied,2026-03-03,,55,2,2330,2.31380337637,1973,1.95928500497,0.15321888412,up to 8 weeks FREE,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,1110 Evergreen Isles Dr,The Retreat,#1018,2,2,1007,Leased,2025-04-16,2025-06-14,52,1,2285,2.26911618669,1847,1.83416087388,0.191684901532,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
